series_id,game_id,game_number,year,date,patch,side,team,champion,pick_index,final_position,champion_top_games_before,champion_jng_games_before,champion_mid_games_before,champion_bot_games_before,champion_sup_games_before,champion_total_position_games_before,champion_top_rate_before,champion_jng_rate_before,champion_mid_rate_before,champion_bot_rate_before,champion_sup_rate_before,champion_patch_top_games_before,champion_patch_jng_games_before,champion_patch_mid_games_before,champion_patch_bot_games_before,champion_patch_sup_games_before,champion_patch_position_games_before,champion_patch_top_rate_before,champion_patch_jng_rate_before,champion_patch_mid_rate_before,champion_patch_bot_rate_before,champion_patch_sup_rate_before,team_champion_top_games_before,team_champion_jng_games_before,team_champion_mid_games_before,team_champion_bot_games_before,team_champion_sup_games_before,team_champion_position_games_before,team_champion_top_rate_before,team_champion_jng_rate_before,team_champion_mid_rate_before,team_champion_bot_rate_before,team_champion_sup_rate_before,possible_roles_before,possible_role_count_before,is_flex_before
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,BLUE,DN SOOPers,Rumble,1,top,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,BLUE,DN SOOPers,Wukong,2,jng,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,BLUE,DN SOOPers,Ahri,3,mid,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,BLUE,DN SOOPers,Corki,4,bot,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,BLUE,DN SOOPers,Pantheon,5,sup,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,RED,KT Rolster,Malphite,1,jng,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,RED,KT Rolster,Yunara,2,bot,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,RED,KT Rolster,Taliyah,3,mid,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,RED,KT Rolster,Alistar,4,sup,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
2026_20260114_DN_SOOPers_vs_KT_Rolster_S1,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,16.01,RED,KT Rolster,K'Sante,5,top,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0,False
